visit_id,customer_id,visit_datetime,num_people,reservation_made
63,23,2025-07-10 19:14:33,5,False
64,23,2025-04-16 11:23:00,5,True
65,23,2025-06-19 10:58:21,1,False
66,24,2025-01-23 17:11:02,8,False
67,24,2025-11-17 01:41:10,7,True
68,24,2025-05-08 09:14:10,5,True
69,24,2025-07-16 18:20:23,7,True
70,25,2025-10-28 03:22:09,8,False
71,25,2025-12-31 15:58:51,2,False
72,25,2025-12-09 07:34:21,6,False
73,25,2026-01-13 00:34:33,3,False
74,26,2025-08-24 02:52:10,3,False
75,27,2025-07-30 21:07:47,2,False
76,27,2025-12-03 02:34:56,1,False
77,27,2025-06-20 18:47:53,6,False
78,27,2025-12-18 02:10:12,3,True
79,28,2025-02-07 16:12:08,8,True
80,28,2025-12-27 15:52:44,3,True
81,29,2025-04-16 11:19:54,5,False
82,29,2025-07-22 19:23:27,5,True
83,29,2025-07-29 19:31:42,3,True
84,29,2025-02-09 07:54:50,3,False
85,29,2025-01-27 03:35:59,8,False
86,30,2025-01-18 06:25:09,4,True
87,30,2025-12-18 11:26:58,6,False
88,30,2025-05-20 19:57:30,7,False
89,31,2025-10-14 17:30:07,4,True
90,31,2025-09-28 16:08:05,3,True
91,31,2025-09-19 21:50:06,8,False
92,32,2025-11-10 06:15:41,8,False
93,33,2025-05-11 22:09:19,7,False
94,33,2025-12-11 23:28:59,2,False
95,33,2025-11-28 06:40:00,1,False
96,34,2025-05-27 11:43:53,5,False
97,34,2025-02-21 17:33:54,8,True
98,34,2025-12-25 04:57:30,5,True
99,35,2026-01-12 17:38:54,3,False
100,35,2025-09-09 06:00:21,4,False
101,36,2025-02-24 07:22:02,5,False
102,37,2025-08-19 14:22:50,5,True
103,37,2025-03-05 06:11:53,5,False
104,37,2025-06-17 05:28:46,6,True
105,37,2025-09-01 03:26:48,7,True
106,37,2025-06-04 21:32:19,2,False
107,38,2025-12-25 21:49:04,6,True
108,38,2025-10-31 19:59:38,3,False
109,38,2026-01-11 18:38:54,1,False
110,39,2025-02-21 12:42:57,8,True
111,40,2025-07-31 05:36:15,4,False
112,41,2025-07-18 05:20:18,7,False
113,42,2025-11-08 14:42:43,2,False
114,42,2025-02-14 06:48:50,3,True
115,43,2025-01-23 11:58:50,3,True
116,43,2025-07-31 06:12:08,5,False
117,44,2025-06-25 20:13:34,8,True
118,44,2025-07-25 01:08:32,4,True
119,44,2025-05-23 00:58:20,1,True
120,45,2025-01-24 07:58:37,3,False
121,45,2025-07-19 16:38:52,1,True
122,46,2025-11-06 23:46:21,6,True
123,47,2025-07-31 03:22:49,2,False
124,47,2025-02-20 06:24:38,3,False
125,47,2025-04-09 03:11:57,5,True
126,48,2025-09-04 17:05:05,7,False
127,48,2025-05-05 07:06:43,5,False
128,48,2025-03-05 08:45:37,8,False
129,48,2025-10-23 12:50:19,7,False
130,49,2025-03-16 05:30:33,3,True
131,49,2025-08-10 12:00:47,4,False
132,49,2025-09-23 15:13:45,6,False
133,50,2025-05-18 15:19:10,8,True
134,50,2025-07-05 15:21:31,4,True
135,50,2025-11-22 04:37:21,6,False
136,51,2025-02-03 12:08:34,3,True
137,51,2025-12-19 04:13:40,3,False
138,51,2025-04-01 00:51:30,2,False
139,52,2025-09-09 11:04:57,3,True
140,52,2025-04-08 01:52:05,2,True
141,52,2025-05-02 20:30:36,7,False
142,52,2025-05-19 15:09:29,8,True
143,52,2025-10-23 13:30:09,4,True
144,53,2025-11-04 11:22:05,7,False
145,54,2025-04-13 07:13:17,5,True
146,54,2025-07-26 09:02:21,7,False
147,54,2025-03-10 14:31:15,4,False
148,54,2025-09-19 14:34:37,4,False
149,55,2025-12-07 16:30:11,5,False
150,55,2025-05-22 01:46:13,4,True
151,55,2025-12-25 13:02:19,8,True
152,55,2025-06-10 03:16:51,7,False
153,55,2025-05-27 20:21:26,8,True
154,56,2025-09-04 11:24:59,8,False
155,56,2026-01-02 03:01:07,4,False
156,56,2025-11-10 05:09:04,1,True
157,57,2025-11-10 16:21:10,1,False
158,57,2025-12-28 05:10:41,8,False
159,58,2026-01-11 16:52:27,5,True
160,58,2025-10-29 20:24:13,7,True
161,58,2025-10-17 20:13:22,7,True
162,59,2025-10-13 15:50:46,5,True
163,59,2025-11-11 09:45:02,7,False
164,59,2025-04-25 07:28:41,3,False
165,59,2025-04-10 03:20:28,8,False
166,59,2025-11-29 09:49:57,5,True
167,60,2025-01-23 06:04:03,2,False
168,61,2025-09-17 07:55:37,3,False
169,61,2026-01-10 03:25:25,3,True
170,62,2025-12-01 07:43:51,8,False
171,62,2025-04-19 01:14:16,1,False
172,62,2025-05-30 15:24:52,3,True
173,63,2025-11-06 20:46:15,7,True
174,63,2025-05-21 03:00:58,7,False
175,63,2025-10-01 01:44:02,1,True
176,63,2025-05-23 09:21:30,1,True
177,64,2025-01-22 19:01:31,6,False
178,64,2025-11-27 20:55:41,6,False
179,64,2025-06-02 19:54:11,4,False
180,64,2025-02-05 02:54:39,2,True
181,64,2025-12-22 08:27:52,3,True
182,65,2025-09-12 00:58:14,8,False
183,65,2025-08-26 18:49:01,8,False
184,65,2026-01-05 03:28:26,7,True
185,65,2025-03-10 23:45:13,5,False
186,65,2025-11-21 23:14:53,7,True
187,66,2025-10-11 08:01:05,5,False
188,66,2025-06-28 04:02:48,2,True
189,67,2025-07-06 07:52:45,8,True
190,67,2025-05-07 10:17:41,2,False
191,67,2025-03-15 09:55:00,1,True
192,67,2025-07-19 04:53:57,7,False
193,67,2025-11-14 12:46:40,7,False
194,68,2025-02-17 06:01:34,8,True
195,68,2025-02-27 07:59:22,5,True
196,68,2025-09-19 09:53:23,2,True
197,68,2025-07-30 00:05:29,7,True
198,69,2025-06-01 10:07:08,5,False
199,69,2025-06-10 12:13:33,2,False
200,70,2025-12-20 23:12:01,7,False
201,71,2025-11-09 19:13:58,7,False
202,71,2025-07-21 07:34:45,2,False
203,71,2025-04-15 08:21:17,1,False
204,72,2025-11-07 09:42:06,4,False
205,72,2026-01-17 03:55:51,2,True
206,72,2025-11-17 08:38:15,2,False
207,72,2025-06-29 11:11:25,6,True
208,72,2025-02-02 04:55:32,7,False
209,73,2025-07-11 11:22:55,7,False
210,73,2025-11-17 12:46:35,4,False
211,73,2025-04-18 00:57:02,3,False
212,73,2025-09-16 10:33:44,2,False
213,74,2025-03-03 11:44:45,3,False
214,75,2025-02-19 13:52:26,7,False
215,75,2025-02-27 07:27:51,5,True
216,75,2025-07-15 17:57:38,8,True
217,75,2025-09-11 01:21:10,8,False
218,75,2025-07-23 04:56:29,5,True
219,76,2025-10-09 18:35:12,2,True
220,76,2025-07-03 18:48:58,6,False
221,76,2025-06-02 13:58:08,6,False
222,76,2025-12-04 12:47:28,8,True
223,77,2025-07-06 18:10:36,7,True
224,77,2025-11-16 21:56:17,2,False
225,77,2025-08-24 00:55:10,3,False
226,77,2025-08-21 20:23:11,5,True
227,77,2025-07-10 20:14:19,2,False
228,78,2025-12-15 13:02:10,2,False
229,79,2025-05-13 00:44:19,4,True
230,79,2025-07-24 14:15:58,5,True
231,79,2025-11-15 22:41:27,4,False
232,80,2025-11-24 12:27:19,6,False
233,81,2025-11-29 10:22:11,8,True
234,81,2025-09-10 04:17:43,2,True
235,82,2025-08-17 04:20:34,2,True
236,82,2025-07-04 15:59:07,2,False
237,82,2025-05-01 19:45:38,3,True
238,82,2025-07-12 20:10:20,6,True
239,83,2025-05-15 23:01:49,8,False
240,84,2025-04-23 04:41:55,8,False
241,85,2025-11-24 01:38:05,2,True
242,85,2025-08-20 22:33:05,5,False
243,85,2025-09-21 20:48:50,8,False
244,86,2025-06-15 18:13:29,7,False
245,86,2025-02-11 20:40:52,2,True
246,87,2025-11-07 09:23:40,7,True
247,87,2026-01-13 12:25:17,3,True
248,88,2025-05-17 18:59:45,4,False
249,88,2026-01-15 11:26:37,3,True
250,88,2025-10-08 01:25:53,7,False
251,89,2025-12-31 07:08:13,1,True
252,90,2025-07-13 11:05:54,3,False
253,91,2025-06-10 16:27:46,4,False
254,91,2025-11-11 01:03:42,8,False
255,91,2025-01-29 06:39:08,1,False
256,91,2025-07-24 11:38:25,6,False
257,91,2025-03-10 21:22:19,8,True
258,92,2025-10-06 15:09:49,6,True
259,93,2025-12-10 12:53:11,6,True
260,93,2025-12-12 23:18:28,3,False
261,93,2025-08-23 07:29:34,3,True
262,93,2025-12-29 10:58:16,7,False
263,93,2025-03-19 21:35:00,1,False
264,94,2025-12-17 14:16:52,2,True
265,94,2025-10-20 23:14:41,7,True
266,94,2025-12-16 14:47:04,3,True
267,95,2025-04-10 02:46:37,8,True
268,96,2025-11-16 01:28:28,3,False
269,96,2025-08-31 18:23:19,8,False
270,96,2025-02-26 07:04:19,7,True
271,97,2025-08-19 19:19:10,2,False
272,97,2025-09-11 08:44:35,2,False
273,98,2025-03-18 06:00:49,7,False
274,98,2025-02-17 05:02:28,3,True
275,98,2025-05-22 05:26:32,7,True
276,98,2025-12-10 03:54:00,8,False
277,98,2025-12-14 23:59:04,6,True
278,99,2025-07-04 03:11:39,4,False
279,99,2025-05-28 21:45:11,6,False
280,99,2025-06-18 07:29:30,3,True
281,100,2025-03-06 02:34:05,3,True
282,100,2025-05-31 04:50:20,5,True
283,101,2025-09-19 02:45:03,2,False
284,101,2026-01-03 21:41:09,7,False
285,101,2025-05-19 01:52:16,7,False
286,101,2025-02-25 15:49:41,4,False
287,102,2025-12-13 01:23:33,2,False
288,102,2025-10-17 03:10:21,4,False
289,102,2025-04-28 15:57:58,2,False
290,103,2025-07-08 13:21:05,2,False
291,103,2025-11-15 04:27:29,3,True
292,103,2025-04-11 11:52:49,2,False
293,103,2025-05-16 00:51:12,2,True
294,103,2025-11-28 19:22:37,5,True
295,104,2025-07-04 11:11:09,2,True
296,104,2025-03-16 09:03:00,6,True
297,105,2025-06-23 23:42:19,3,True
298,106,2025-09-04 09:38:20,8,False
299,106,2025-11-20 10:08:42,4,True
300,106,2025-10-28 22:22:19,2,False
301,106,2025-05-24 21:11:26,4,False
302,107,2025-12-31 10:59:54,3,True
303,107,2025-06-05 13:17:50,2,True
304,107,2025-08-20 22:23:45,3,False
305,107,2025-02-03 08:32:02,7,False
306,108,2025-01-23 03:00:42,1,True
307,108,2025-12-30 21:36:20,2,False
308,108,2025-04-07 09:11:19,3,False
309,109,2025-04-07 06:36:54,8,True
310,109,2025-10-23 00:41:13,4,False
311,109,2026-01-05 16:42:33,2,True
312,109,2025-03-31 12:54:06,1,True
313,110,2025-03-26 12:45:53,2,False
314,110,2025-08-07 04:43:16,3,True
315,110,2026-01-15 15:16:26,3,True
316,110,2025-10-26 05:37:44,6,True
317,110,2025-06-18 00:24:56,7,True
318,111,2025-02-20 16:59:18,3,False
319,111,2025-09-03 11:09:07,4,False
320,111,2025-11-19 06:46:30,1,True
321,112,2025-11-26 01:59:18,5,False
322,112,2025-08-26 08:39:26,1,False
323,113,2025-07-10 15:34:46,1,True
324,113,2025-04-28 17:41:07,4,True
325,114,2025-09-07 23:11:27,8,True
326,114,2025-11-04 04:10:32,4,True
327,114,2025-11-30 21:11:30,8,False
328,114,2025-10-22 10:39:37,6,True
329,114,2025-04-07 16:51:34,2,True
330,115,2025-09-17 11:43:08,8,False
331,116,2025-12-01 06:08:46,3,False
332,117,2025-08-01 17:26:08,2,False
333,118,2025-11-13 22:29:06,3,False
334,118,2025-10-09 01:56:04,2,False
335,118,2025-03-28 04:45:14,4,False
336,119,2025-01-23 00:29:48,5,True
337,120,2025-11-06 22:48:39,2,True
338,120,2025-03-01 16:54:18,7,True
339,120,2025-10-11 12:05:48,4,True
340,121,2025-08-19 05:58:56,5,True
341,122,2025-12-01 16:15:26,6,False
342,122,2025-07-26 08:47:40,6,True
343,123,2025-02-23 18:18:03,3,False
344,123,2025-02-14 13:45:17,7,False
345,123,2025-09-19 11:48:16,2,False
346,123,2025-07-08 09:13:10,4,True
347,123,2025-09-29 08:41:50,3,False
348,124,2025-01-26 11:26:22,3,True
349,125,2026-01-07 12:03:05,5,True
350,125,2026-01-12 18:00:17,3,False
351,126,2025-04-30 19:58:19,7,True
352,126,2025-07-05 22:04:01,7,True
353,126,2026-01-13 18:45:41,7,True
354,126,2025-09-10 02:08:29,4,True
355,127,2025-08-20 04:28:45,2,True
356,127,2025-12-26 16:22:10,6,False
357,127,2025-10-15 13:13:43,6,False
358,127,2025-06-16 21:03:12,4,False
359,127,2025-05-24 07:30:52,2,True
360,128,2025-09-27 08:51:10,1,True
361,128,2025-09-09 15:47:04,1,True
362,128,2025-04-12 13:34:36,7,False
363,129,2025-11-05 10:26:52,3,False
364,129,2025-01-31 01:50:01,6,False
365,129,2026-01-11 05:44:52,5,True
366,130,2025-01-29 09:38:44,5,True
367,130,2025-06-27 09:35:17,4,True
368,130,2025-03-04 23:54:02,5,False
369,130,2025-04-17 18:30:34,6,False
370,130,2025-07-11 20:13:08,1,True
371,131,2025-11-04 07:51:21,6,True
372,131,2025-07-04 22:48:50,7,False
373,131,2025-05-26 13:14:54,3,False
374,132,2025-11-06 21:37:09,6,False
375,132,2025-05-26 16:25:29,6,False
376,132,2025-08-13 07:49:22,6,True
377,133,2025-05-04 21:09:45,3,True
378,133,2025-03-12 11:36:53,4,False
379,133,2025-10-25 11:23:40,2,True
380,133,2025-02-17 14:55:10,1,False
381,134,2025-04-06 07:37:56,6,False
382,135,2025-11-19 14:03:56,8,True
383,135,2025-03-28 09:52:11,7,False
384,135,2025-11-17 04:29:32,6,False
385,136,2025-08-29 06:22:30,7,True
386,136,2025-11-28 22:32:58,4,False
387,136,2025-04-04 23:07:49,8,False
388,136,2025-02-25 23:11:04,4,False
389,137,2025-09-09 15:43:12,4,False
390,137,2025-09-20 07:34:15,7,False
391,138,2025-12-11 05:19:51,2,True
392,138,2025-06-21 19:37:31,6,True
393,139,2025-09-23 10:52:05,2,True
394,139,2025-04-15 01:30:20,8,True
395,140,2025-03-20 16:58:55,7,True
396,140,2025-06-26 07:10:41,6,True
397,140,2025-03-16 12:45:28,7,False
398,140,2025-05-04 00:54:29,3,True
399,140,2025-01-20 05:15:52,8,True
400,141,2025-09-27 15:00:35,5,True
401,141,2025-08-20 13:08:23,6,True
402,141,2025-03-25 00:05:04,7,True
403,141,2025-10-27 18:13:23,7,False
404,141,2025-03-22 05:55:02,7,True
405,142,2025-02-03 21:03:38,3,False
406,143,2025-01-29 04:06:01,4,False
407,143,2025-03-25 21:15:16,3,True
408,144,2025-05-01 17:39:20,3,False
409,144,2025-05-09 05:44:07,8,True
410,145,2025-04-29 07:31:47,7,True
411,146,2025-10-21 08:15:19,7,False
412,147,2025-10-12 21:42:54,3,True
413,147,2025-10-08 06:18:24,2,True
414,147,2025-03-06 13:30:53,3,False
415,147,2025-10-27 14:55:35,6,True
416,148,2025-12-23 16:04:05,3,False
417,148,2025-09-02 06:46:47,2,False
418,148,2025-10-09 10:32:17,7,True
419,148,2025-02-22 19:41:02,2,False
420,148,2025-07-07 14:34:10,6,False
421,149,2026-01-15 14:41:06,4,False
422,149,2025-09-08 09:14:47,1,False
423,149,2025-05-20 00:53:45,4,False
424,150,2025-01-29 13:00:39,4,True
425,150,2025-09-16 20:19:29,6,False
426,151,2025-08-21 09:22:42,4,True
427,151,2025-02-07 08:17:45,6,True
428,151,2025-10-12 08:56:02,4,True
429,151,2025-08-13 22:47:07,7,False
430,151,2025-09-04 05:30:01,6,False
431,152,2025-06-17 06:53:28,8,False
432,152,2025-10-03 17:06:15,8,True
433,152,2025-09-04 10:48:33,6,True
434,153,2025-03-10 04:49:52,7,True
435,154,2025-06-25 12:17:22,8,False
436,154,2025-12-21 01:10:36,1,False
437,154,2025-04-18 21:11:34,4,False
438,155,2025-08-07 20:29:14,3,False
439,155,2025-08-23 07:49:43,4,True
440,155,2025-05-09 13:04:26,8,False
441,156,2026-01-01 15:41:21,8,True
442,157,2025-05-01 23:08:54,1,True
443,157,2025-05-17 05:04:51,6,False
444,158,2025-08-29 08:24:48,6,True
445,158,2025-02-12 15:25:15,6,False
446,158,2025-09-14 11:14:57,4,False
447,159,2025-03-13 10:34:10,1,False
448,159,2025-06-08 20:34:08,1,False
449,159,2025-05-08 01:06:29,6,False
450,159,2025-12-31 09:10:14,5,True
451,159,2025-03-26 12:58:00,2,True
452,160,2025-04-09 16:04:04,1,True
453,160,2025-01-24 19:32:52,2,False
454,160,2025-11-18 08:21:16,8,True
455,160,2025-11-03 01:51:19,8,False
456,161,2025-03-19 16:14:35,7,True
457,162,2025-04-14 09:11:42,3,False
458,162,2025-07-10 21:34:30,8,True
459,162,2025-11-15 22:30:13,3,True
460,162,2025-04-07 05:17:37,8,True
461,162,2025-09-20 10:52:43,1,False
462,163,2025-12-25 03:46:07,6,True
463,164,2026-01-03 04:48:02,4,True
464,164,2025-02-03 19:30:44,3,True
465,164,2025-04-28 04:17:58,3,False
466,164,2025-08-04 13:22:54,6,True
467,164,2025-01-22 06:07:45,6,True
468,165,2025-12-15 12:32:48,1,False
469,165,2025-12-11 01:00:53,8,True
470,165,2025-07-30 06:22:21,3,True
471,166,2025-06-04 11:11:16,4,False
472,166,2025-06-10 16:38:02,1,True
473,166,2026-01-11 21:14:14,8,False
474,166,2025-08-10 12:47:08,2,False
475,167,2025-02-17 01:09:09,4,False
476,167,2025-04-22 05:18:40,2,True
477,167,2025-04-02 09:02:04,3,True
478,168,2026-01-02 05:26:26,6,False
479,168,2025-04-11 23:19:53,1,False
480,168,2025-10-22 02:22:40,2,True
481,168,2025-05-26 08:58:50,7,False
482,169,2025-10-18 21:00:58,8,False
483,169,2025-07-08 12:05:06,1,True
484,169,2025-05-03 15:13:04,7,True
485,169,2025-05-12 21:04:10,2,False
486,170,2025-10-31 16:39:37,2,True
487,170,2025-05-15 12:10:18,4,True
488,171,2025-07-24 11:00:51,5,True
489,172,2025-12-10 22:19:56,2,True
490,172,2025-09-14 20:54:01,6,True
491,172,2025-02-11 17:47:14,5,False
492,173,2026-01-06 04:33:36,6,False
493,173,2025-08-08 04:07:39,4,True
494,173,2025-05-12 20:49:51,4,False
495,174,2025-07-08 02:43:40,3,True
496,174,2025-07-25 01:22:30,4,False
497,175,2025-06-30 06:17:22,8,True
498,176,2025-05-11 01:36:00,6,False
499,176,2025-06-05 00:02:10,7,True
500,176,2025-07-03 00:27:07,6,True
501,176,2025-06-19 20:21:22,3,False
502,176,2025-05-02 11:41:58,2,False
503,177,2025-08-11 20:22:37,7,True
504,178,2025-04-06 20:50:50,7,False
505,179,2025-11-02 10:45:09,3,False
506,179,2025-11-27 02:41:28,4,True
507,179,2025-01-17 20:29:29,4,True
508,180,2026-01-10 20:11:17,2,False
509,180,2025-10-15 12:39:09,3,False
510,180,2025-03-30 16:39:50,3,False
511,180,2025-05-20 20:47:21,6,False
512,180,2025-11-05 01:15:46,3,False
513,181,2025-03-06 18:36:33,2,True
514,181,2026-01-07 09:12:59,3,False
515,182,2025-01-21 19:19:01,5,False
516,182,2025-01-25 11:10:40,2,False
517,182,2025-12-10 16:58:06,4,False
518,183,2025-10-31 09:58:49,8,True
519,183,2025-04-08 20:29:26,6,False
520,183,2025-10-07 21:55:42,7,True
521,183,2025-11-01 22:17:21,3,True
522,183,2025-04-01 10:15:33,5,False
523,184,2025-10-10 14:06:00,6,False
524,185,2025-04-07 09:58:50,6,False
525,185,2025-03-18 16:49:45,6,False
526,185,2025-04-01 01:52:53,5,False
527,186,2025-03-21 10:54:00,2,True
528,186,2025-02-27 11:05:42,3,False
529,186,2025-07-18 11:45:23,7,True
530,186,2025-03-13 19:33:43,5,True
531,187,2025-04-21 09:33:02,4,True
532,188,2025-04-05 23:42:48,6,True
533,188,2025-11-16 06:13:40,8,False
534,188,2025-11-02 15:37:30,6,False
535,189,2026-01-07 16:54:38,6,True
536,189,2025-11-16 09:00:16,2,False
537,189,2025-08-17 23:40:55,7,True
538,189,2025-05-24 17:30:41,8,False
539,190,2025-10-18 22:19:02,3,False
540,191,2025-05-12 07:00:33,1,False
541,192,2025-11-20 10:21:34,8,True
542,192,2025-07-26 16:53:39,5,True
543,192,2026-01-10 08:38:03,1,False
544,192,2025-03-14 06:51:51,1,True
545,193,2025-08-07 19:06:39,4,True
546,193,2025-06-18 00:01:43,1,False
547,194,2025-06-28 02:08:24,8,True
548,195,2025-07-24 11:18:55,7,True
549,195,2025-01-27 22:27:19,5,True
550,195,2025-03-02 18:30:02,3,True
551,196,2025-04-13 03:35:05,5,False
552,196,2025-10-14 01:34:16,4,True
553,197,2025-11-21 11:04:00,5,True
554,197,2025-11-23 02:34:32,5,True
555,198,2025-03-27 06:40:49,2,False
556,199,2025-02-20 22:48:47,6,False
557,200,2025-11-21 06:59:37,7,False
558,200,2025-07-20 03:07:34,1,True
559,200,2025-10-27 14:15:29,8,False
560,200,2025-12-20 15:42:51,5,False
561,200,2025-03-05 16:04:34,3,False
562,201,2025-05-29 15:50:08,2,False
563,201,2025-08-26 05:02:58,2,True
564,201,2025-05-01 16:44:04,8,False
565,202,2025-03-24 14:13:51,2,False
566,202,2025-05-22 11:20:19,4,False
567,203,2025-08-22 13:58:29,2,False
568,203,2025-04-21 07:40:04,8,True
569,204,2025-07-25 12:53:13,4,False
570,204,2026-01-10 21:14:48,4,False
571,205,2025-03-16 12:27:22,4,False
572,205,2025-10-23 06:00:14,1,False
573,205,2025-01-27 01:07:17,2,False
574,205,2026-01-05 04:31:35,7,True
575,206,2025-05-21 14:57:00,5,True
576,206,2025-02-21 00:11:24,4,False
577,206,2025-03-23 00:37:45,1,True
578,206,2026-01-17 08:44:59,1,True
579,207,2025-01-24 00:04:13,1,True
580,207,2025-08-01 20:59:29,8,False
581,207,2025-05-17 10:19:18,8,False
582,208,2025-03-18 21:01:07,5,False
583,209,2025-08-21 20:46:24,2,False
584,210,2025-11-15 11:38:53,1,True
585,210,2025-12-13 23:30:45,2,False
586,210,2025-04-22 04:13:10,3,True
587,210,2025-04-21 23:36:26,2,True
588,211,2025-04-10 08:01:11,2,False
589,211,2025-06-24 03:43:37,5,False
590,212,2025-10-18 01:36:58,7,False
591,213,2025-04-08 16:24:27,6,True
592,213,2025-06-20 00:02:07,3,False
593,213,2025-05-31 07:20:24,6,False
594,213,2025-01-24 10:37:43,3,True
595,214,2025-07-10 05:22:20,5,True
596,214,2025-08-17 18:12:36,3,True
597,214,2025-05-13 06:28:12,4,True
598,214,2025-10-14 04:44:52,2,True
599,215,2025-09-01 09:35:45,7,True
600,215,2025-09-09 14:37:42,7,False
601,215,2025-07-23 23:21:33,8,False
602,215,2025-05-13 07:36:23,3,True
603,216,2025-08-07 09:38:41,5,False
604,216,2026-01-03 03:02:04,6,False
605,216,2025-10-25 05:12:05,5,True
606,216,2025-09-29 02:44:20,6,True
607,216,2025-04-06 15:31:53,5,True
608,217,2025-01-31 20:42:22,8,False
609,218,2025-04-05 05:00:40,4,False
610,218,2025-05-12 03:27:24,7,False
611,218,2025-04-22 08:21:00,3,False
612,218,2025-11-27 13:16:55,2,False
613,218,2025-07-25 20:36:59,4,True
614,219,2025-09-25 23:29:29,3,False
615,219,2025-11-29 06:26:03,2,True
616,220,2025-05-28 19:06:13,2,True
617,220,2025-04-09 06:58:44,8,True
618,220,2025-05-20 05:32:29,4,True
619,221,2025-05-01 04:48:07,2,True
620,222,2025-07-13 10:46:42,6,True
621,223,2025-10-07 03:49:50,5,True
622,224,2025-09-03 22:16:16,2,True
623,224,2025-03-16 01:56:26,1,False
624,224,2025-12-11 21:21:29,2,False
625,224,2025-01-17 06:33:46,4,False
626,224,2025-11-17 05:41:18,3,True
627,225,2025-08-24 06:36:04,1,True
628,225,2025-05-09 21:40:02,6,True
629,226,2025-06-14 20:16:16,8,True
630,226,2025-06-22 15:48:12,5,False
631,226,2025-04-17 21:43:07,1,False
632,226,2025-04-10 05:22:35,8,False
633,226,2025-08-25 13:04:43,4,False
634,227,2025-12-15 23:24:52,2,True
635,227,2025-07-08 04:41:20,7,True
636,227,2025-08-20 16:15:52,2,True
637,227,2025-07-18 18:30:57,2,True
638,228,2026-01-02 22:19:04,7,True
639,228,2025-07-29 05:37:14,7,False
640,228,2025-11-22 03:25:40,1,False
641,229,2025-10-07 16:12:32,1,True
642,230,2025-07-12 02:19:13,6,False
643,230,2025-03-22 00:16:35,6,True
644,230,2025-09-04 15:25:09,6,False
645,230,2025-12-27 13:05:23,7,True
646,230,2025-11-26 00:21:32,1,True
647,231,2025-04-15 16:14:43,5,True
648,231,2025-06-23 11:54:27,3,False
649,232,2025-01-21 01:09:54,4,False
650,232,2025-11-11 18:27:13,6,False
651,232,2025-08-01 13:27:58,2,True
652,233,2025-09-09 02:09:37,4,True
653,234,2025-09-14 04:47:17,3,False
654,234,2025-10-19 10:59:02,1,False
655,234,2025-02-04 02:37:50,2,False
656,234,2025-05-15 22:30:06,2,False
657,234,2025-09-18 11:29:11,4,False
658,235,2025-05-28 16:22:53,6,False
659,235,2025-05-07 23:48:58,8,False
660,235,2025-11-27 19:21:00,3,True
661,236,2025-01-19 05:08:36,1,True
662,236,2025-11-21 13:33:15,7,False
663,236,2025-04-13 05:22:08,6,False
664,237,2025-08-03 06:07:43,2,False
